z     eps_p     eps_z
29.290755 0.999999 1.000000
29.306503 0.999999 1.000000
29.322250 0.999999 1.000000
29.337998 1.000000 1.000000
29.353746 1.000000 1.000000
29.369494 1.000001 1.000000
29.385241 1.000001 1.000000
29.400989 1.000001 1.000000
29.416737 1.000002 1.000000
29.432485 1.000002 1.000000
29.448232 1.000002 1.000000
29.463980 1.000001 1.000000
29.479728 1.000001 1.000000
29.495475 1.000001 1.000000
29.511223 1.000000 1.000000
29.526971 1.000000 1.000000
29.542719 0.999999 1.000000
29.558466 0.999999 1.000000
29.574214 0.999999 1.000000
29.589962 0.999999 1.000000
29.605709 0.999999 1.000000
29.621457 0.999999 1.000000
29.637205 1.000000 1.000000
29.652953 1.000000 1.000000
29.668700 1.000001 1.000000
29.684448 1.000001 1.000000
29.700196 1.000001 1.000000
29.715943 1.000002 1.000000
29.731691 1.000002 1.000000
29.747439 1.000001 1.000000
29.763187 1.000001 1.000000
29.778934 1.000001 1.000000
29.794682 1.000000 1.000000
29.810430 1.000000 1.000000
29.826177 1.000000 1.000000
29.841925 0.999999 1.000000
29.857673 0.999999 1.000000
29.873421 0.999999 1.000000
29.889168 0.999999 1.000000
29.904916 0.999999 1.000000
29.920664 0.999999 1.000000
29.936411 1.000000 1.000000
29.952159 1.000000 1.000000
29.967907 1.000001 1.000000
29.983655 1.000001 1.000000
29.999402 1.000001 1.000000
30.015150 1.000001 1.000000
30.030898 1.000002 1.000000
30.046645 1.000001 1.000000
30.062393 1.000001 1.000000
30.078141 1.000001 1.000000
30.093889 1.000000 1.000000
30.109636 1.000000 1.000000
30.125384 0.999999 1.000000
30.141132 0.999999 1.000000
30.156880 0.999999 1.000000
30.172627 0.999999 1.000000
30.188375 0.999999 1.000000
30.204123 0.999999 1.000000
30.219870 0.999999 1.000000
30.235618 1.000000 1.000000
30.251366 1.000000 1.000000
30.267114 1.000000 1.000000
30.282861 1.000001 1.000000
30.298609 1.000001 1.000000
30.314357 1.000001 1.000000
30.330104 1.000001 1.000000
30.345852 1.000001 1.000000
30.361600 1.000001 1.000000
30.377348 1.000001 1.000000
30.393095 1.000000 1.000000
30.408843 1.000000 1.000000
30.424591 0.999999 1.000000
30.440338 0.999999 1.000000
30.456086 0.999999 1.000000
30.471834 0.999999 1.000000
30.487582 0.999999 1.000000
30.503329 0.999999 1.000000
30.519077 0.999999 1.000000
30.534825 1.000000 1.000000
30.550572 1.000000 1.000000
30.566320 1.000000 1.000000
30.582068 1.000001 1.000000
30.597816 1.000001 1.000000
30.613563 1.000001 1.000000
30.629311 1.000001 1.000000
30.645059 1.000001 1.000000
30.660806 1.000001 1.000000
30.676554 1.000001 1.000000
30.692302 1.000000 1.000000
30.708050 1.000000 1.000000
30.723797 0.999999 1.000000
30.739545 0.999999 1.000000
30.755293 0.999999 1.000000
30.771041 0.999999 1.000000
30.786788 0.999999 1.000000
30.802536 0.999999 1.000000
30.818284 0.999999 1.000000
30.834031 1.000000 1.000000
30.849779 1.000000 1.000000
30.865527 1.000000 1.000000
30.881275 1.000001 1.000000
30.897022 1.000001 1.000000
30.912770 1.000001 1.000000
30.928518 1.000001 1.000000
30.944265 1.000001 1.000000
30.960013 1.000001 1.000000
30.975761 1.000001 1.000000
30.991509 1.000000 1.000000
31.007256 1.000000 1.000000
31.023004 0.999999 1.000000
31.038752 0.999999 1.000000
31.054499 0.999999 1.000000
31.070247 0.999999 1.000000
31.085995 0.999999 1.000000
31.101743 0.999999 1.000000
31.117490 0.999999 1.000000
31.133238 1.000000 1.000000
31.148986 1.000000 1.000000
31.164733 1.000000 1.000000
31.180481 1.000001 1.000000
31.196229 1.000001 1.000000
31.211977 1.000001 1.000000
31.227724 1.000001 1.000000
31.243472 1.000001 1.000000
31.259220 1.000001 1.000000
31.274967 1.000001 1.000000
31.290715 1.000000 1.000000
31.306463 1.000000 1.000000
31.322211 0.999999 1.000000
31.337958 0.999999 1.000000
31.353706 0.999999 1.000000
31.369454 0.999999 1.000000
31.385202 0.999999 1.000000
31.400949 0.999999 1.000000
31.416697 0.999999 1.000000
31.432445 1.000000 1.000000
31.448192 1.000000 1.000000
31.463940 1.000000 1.000000
31.479688 1.000001 1.000000
31.495436 1.000001 1.000000
31.511183 1.000001 1.000000
31.526931 1.000001 1.000000
31.542679 1.000001 1.000000
31.558426 1.000001 1.000000
31.574174 1.000001 1.000000
31.589922 1.000000 1.000000
31.605670 1.000000 1.000000
31.621417 0.999999 1.000000
31.637165 0.999999 1.000000
31.652913 0.999999 1.000000
31.668660 0.999999 1.000000
31.684408 0.999999 1.000000
31.700156 0.999999 1.000000
31.715904 0.999999 1.000000
31.731651 1.000000 1.000000
31.747399 1.000000 1.000000
31.763147 1.000000 1.000000
31.778894 1.000001 1.000000
31.794642 1.000001 1.000000
31.810390 1.000001 1.000000
31.826138 1.000001 1.000000
31.841885 1.000001 1.000000
31.857633 1.000001 1.000000
31.873381 1.000001 1.000000
31.889128 1.000000 1.000000
31.904876 1.000000 1.000000
31.920624 0.999999 1.000000
31.936372 0.999999 1.000000
31.952119 0.999999 1.000000
31.967867 0.999999 1.000000
31.983615 0.999999 1.000000
31.999362 0.999999 1.000000
32.015110 0.999999 1.000000
32.030858 1.000000 1.000000
32.046606 1.000000 1.000000
32.062353 1.000000 1.000000
32.078101 1.000001 1.000000
32.093849 1.000001 1.000000
32.109597 1.000001 1.000000
32.125344 1.000001 1.000000
32.141092 1.000001 1.000000
32.156840 1.000001 1.000000
32.172587 1.000001 1.000000
32.188335 1.000000 1.000000
32.204083 1.000000 1.000000
32.219831 0.999999 1.000000
32.235578 0.999999 1.000000
32.251326 0.999999 1.000000
32.267074 0.999999 1.000000
32.282821 0.999999 1.000000
32.298569 0.999999 1.000000
32.314317 0.999999 1.000000
32.330065 1.000000 1.000000
32.345812 1.000000 1.000000
32.361560 1.000001 1.000000
32.377308 1.000001 1.000000
32.393055 1.000001 1.000000
32.408803 1.000001 1.000000
32.424551 1.000001 1.000000
32.440299 1.000001 1.000000
32.456046 1.000001 1.000000
32.471794 1.000001 1.000000
32.487542 1.000000 1.000000
32.503289 1.000000 1.000000
32.519037 0.999999 1.000000
32.534785 0.999999 1.000000
32.550533 0.999999 1.000000
32.566280 0.999999 1.000000
32.582028 0.999999 1.000000
32.597776 0.999999 1.000000
32.613523 0.999999 1.000000
32.629271 1.000000 1.000000
32.645019 1.000000 1.000000
32.660767 1.000001 1.000000
32.676514 1.000001 1.000000
32.692262 1.000001 1.000000
32.708010 1.000001 1.000000
32.723758 1.000001 1.000000
32.739505 1.000001 1.000000
32.755253 1.000001 1.000000
32.771001 1.000001 1.000000
32.786748 1.000000 1.000000
32.802496 1.000000 1.000000
32.818244 0.999999 1.000000
32.833992 0.999999 1.000000
32.849739 0.999999 1.000000
32.865487 0.999999 1.000000
32.881235 0.999999 1.000000
32.896982 0.999999 1.000000
32.912730 0.999999 1.000000
32.928478 1.000000 1.000000
32.944226 1.000000 1.000000
32.959973 1.000001 1.000000
32.975721 1.000001 1.000000
32.991469 1.000001 1.000000
33.007216 1.000001 1.000000
33.022964 1.000001 1.000000
33.038712 1.000001 1.000000
33.054460 1.000001 1.000000
33.070207 1.000001 1.000000
33.085955 1.000000 1.000000
33.101703 1.000000 1.000000
33.117450 0.999999 1.000000
33.133198 0.999999 1.000000
33.148946 0.999999 1.000000
33.164694 0.999999 1.000000
33.180441 0.999999 1.000000
33.196189 0.999999 1.000000
33.211937 0.999999 1.000000
33.227684 1.000000 1.000000
33.243432 1.000000 1.000000
33.259180 1.000001 1.000000
33.274928 1.000001 1.000000
33.290675 1.000001 1.000000
33.306423 1.000001 1.000000
33.322171 1.000001 1.000000
33.337919 1.000001 1.000000
33.353666 1.000001 1.000000
33.369414 1.000001 1.000000
33.385162 1.000000 1.000000
33.400909 1.000000 1.000000
33.416657 0.999999 1.000000
33.432405 0.999999 1.000000
33.448153 0.999999 1.000000
33.463900 0.999999 1.000000
33.479648 0.999999 1.000000
33.495396 0.999999 1.000000
33.511143 0.999999 1.000000
33.526891 1.000000 1.000000
33.542639 1.000000 1.000000
33.558387 1.000001 1.000000
33.574134 1.000001 1.000000
33.589882 1.000001 1.000000
33.605630 1.000001 1.000000
33.621377 1.000001 1.000000
33.637125 1.000001 1.000000
33.652873 1.000001 1.000000
33.668621 1.000001 1.000000
33.684368 1.000000 1.000000
33.700116 1.000000 1.000000
33.715864 0.999999 1.000000
33.731611 0.999999 1.000000
33.747359 0.999999 1.000000
33.763107 0.999999 1.000000
33.778855 0.999999 1.000000
33.794602 0.999999 1.000000
33.810350 0.999999 1.000000
33.826098 1.000000 1.000000
33.841845 1.000000 1.000000
33.857593 1.000001 1.000000
33.873341 1.000001 1.000000
33.889089 1.000001 1.000000
33.904836 1.000001 1.000000
33.920584 1.000001 1.000000
33.936332 1.000001 1.000000
33.952080 1.000001 1.000000
33.967827 1.000001 1.000000
33.983575 1.000000 1.000000
33.999323 1.000000 1.000000
34.015070 0.999999 1.000000
34.030818 0.999999 1.000000
34.046566 0.999999 1.000000
34.062314 0.999999 1.000000
34.078061 0.999999 1.000000
34.093809 0.999999 1.000000
34.109557 0.999999 1.000000
34.125304 1.000000 1.000000
34.141052 1.000000 1.000000
34.156800 1.000001 1.000000
34.172548 1.000001 1.000000
34.188295 1.000001 1.000000
34.204043 1.000001 1.000000
34.219791 1.000001 1.000000
34.235538 1.000001 1.000000
34.251286 1.000001 1.000000
34.267034 1.000000 1.000000
34.282782 1.000000 1.000000
34.298529 1.000000 1.000000
34.314277 0.999999 1.000000
34.330025 0.999999 1.000000
34.345772 0.999999 1.000000
34.361520 0.999999 1.000000
34.377268 0.999999 1.000000
34.393016 0.999999 1.000000
34.408763 0.999999 1.000000
34.424511 1.000000 1.000000
34.440259 1.000000 1.000000
34.456006 1.000001 1.000000
34.471754 1.000001 1.000000
34.487502 1.000001 1.000000
34.503250 1.000001 1.000000
34.518997 1.000001 1.000000
34.534745 1.000001 1.000000
34.550493 1.000001 1.000000
34.566240 1.000000 1.000000
34.581988 1.000000 1.000000
34.597736 1.000000 1.000000
34.613484 0.999999 1.000000
34.629231 0.999999 1.000000
34.644979 0.999999 1.000000
34.660727 0.999999 1.000000
34.676475 0.999999 1.000000
34.692222 0.999999 1.000000
34.707970 0.999999 1.000000
34.723718 1.000000 1.000000
34.739465 1.000000 1.000000
34.755213 1.000001 1.000000
34.770961 1.000001 1.000000
34.786709 1.000001 1.000000
34.802456 1.000001 1.000000
34.818204 1.000001 1.000000
34.833952 1.000001 1.000000
34.849699 1.000001 1.000000
34.865447 1.000000 1.000000
34.881195 1.000000 1.000000
34.896943 1.000000 1.000000
34.912690 0.999999 1.000000
34.928438 0.999999 1.000000
34.944186 0.999999 1.000000
34.959933 0.999999 1.000000
34.975681 0.999999 1.000000
34.991429 0.999999 1.000000
35.007177 0.999999 1.000000
35.022924 1.000000 1.000000
35.038672 1.000000 1.000000
35.054420 1.000001 1.000000
35.070167 1.000001 1.000000
35.085915 1.000001 1.000000
35.101663 1.000001 1.000000
35.117411 1.000001 1.000000
35.133158 1.000001 1.000000
35.148906 1.000001 1.000000
35.164654 1.000000 1.000000
35.180401 1.000000 1.000000
35.196149 1.000000 1.000000
35.211897 0.999999 1.000000
35.227645 0.999999 1.000000
35.243392 0.999999 1.000000
35.259140 0.999999 1.000000
35.274888 0.999999 1.000000
35.290636 0.999999 1.000000
35.306383 0.999999 1.000000
35.322131 1.000000 1.000000
35.337879 1.000000 1.000000
35.353626 1.000001 1.000000
35.369374 1.000001 1.000000
35.385122 1.000001 1.000000
35.400870 1.000001 1.000000
35.416617 1.000001 1.000000
35.432365 1.000001 1.000000
35.448113 1.000001 1.000000
35.463860 1.000000 1.000000
35.479608 1.000000 1.000000
35.495356 1.000000 1.000000
35.511104 0.999999 1.000000
35.526851 0.999999 1.000000
35.542599 0.999999 1.000000
35.558347 0.999999 1.000000
35.574094 0.999999 1.000000
35.589842 0.999999 1.000000
35.605590 0.999999 1.000000
35.621338 1.000000 1.000000
35.637085 1.000000 1.000000
35.652833 1.000001 1.000000
35.668581 1.000001 1.000000
35.684328 1.000001 1.000000
35.700076 1.000001 1.000000
35.715824 1.000001 1.000000
35.731572 1.000001 1.000000
35.747319 1.000001 1.000000
35.763067 1.000000 1.000000
35.778815 1.000000 1.000000
35.794562 1.000000 1.000000
35.810310 0.999999 1.000000
35.826058 0.999999 1.000000
35.841806 0.999999 1.000000
35.857553 0.999999 1.000000
35.873301 0.999999 1.000000
35.889049 0.999999 1.000000
35.904797 0.999999 1.000000
35.920544 1.000000 1.000000
35.936292 1.000000 1.000000
35.952040 1.000001 1.000000
35.967787 1.000001 1.000000
35.983535 1.000001 1.000000
35.999283 1.000001 1.000000
36.015031 1.000001 1.000000
36.030778 1.000001 1.000000
36.046526 1.000001 1.000000
36.062274 1.000000 1.000000
36.078021 1.000000 1.000000
36.093769 1.000000 1.000000
36.109517 0.999999 1.000000
36.125265 0.999999 1.000000
36.141012 0.999999 1.000000
36.156760 0.999999 1.000000
36.172508 0.999999 1.000000
36.188255 0.999999 1.000000
36.204003 1.000000 1.000000
36.219751 1.000000 1.000000
36.235499 1.000000 1.000000
36.251246 1.000001 1.000000
36.266994 1.000001 1.000000
36.282742 1.000001 1.000000
36.298489 1.000001 1.000000
36.314237 1.000001 1.000000
36.329985 1.000001 1.000000
36.345733 1.000001 1.000000
36.361480 1.000000 1.000000
36.377228 1.000000 1.000000
36.392976 1.000000 1.000000
36.408723 0.999999 1.000000
36.424471 0.999999 1.000000
36.440219 0.999999 1.000000
36.455967 0.999999 1.000000
36.471714 0.999999 1.000000
36.487462 0.999999 1.000000
36.503210 1.000000 1.000000
36.518957 1.000000 1.000000
36.534705 1.000000 1.000000
36.550453 1.000001 1.000000
36.566201 1.000001 1.000000
36.581948 1.000001 1.000000
36.597696 1.000001 1.000000
36.613444 1.000001 1.000000
36.629192 1.000001 1.000000
36.644939 1.000001 1.000000
36.660687 1.000000 1.000000
36.676435 1.000000 1.000000
36.692182 1.000000 1.000000
36.707930 0.999999 1.000000
36.723678 0.999999 1.000000
36.739426 0.999999 1.000000
36.755173 0.999999 1.000000
36.770921 0.999999 1.000000
36.786669 0.999999 1.000000
36.802416 1.000000 1.000000
36.818164 1.000000 1.000000
36.833912 1.000000 1.000000
36.849660 1.000001 1.000000
36.865407 1.000001 1.000000
36.881155 1.000001 1.000000
36.896903 1.000001 1.000000
36.912650 1.000001 1.000000
36.928398 1.000001 1.000000
36.944146 1.000001 1.000000
36.959894 1.000000 1.000000
36.975641 1.000000 1.000000
36.991389 1.000000 1.000000
37.007137 0.999999 1.000000
37.022884 0.999999 1.000000
37.038632 0.999999 1.000000
37.054380 0.999999 1.000000
37.070128 0.999999 1.000000
37.085875 0.999999 1.000000
37.101623 1.000000 1.000000
37.117371 1.000000 1.000000
37.133118 1.000000 1.000000
37.148866 1.000001 1.000000
37.164614 1.000001 1.000000
37.180362 1.000001 1.000000
37.196109 1.000001 1.000000
37.211857 1.000001 1.000000
37.227605 1.000001 1.000000
37.243353 1.000001 1.000000
37.259100 1.000000 1.000000
37.274848 1.000000 1.000000
37.290596 1.000000 1.000000
37.306343 0.999999 1.000000
37.322091 0.999999 1.000000
37.337839 0.999999 1.000000
37.353587 0.999999 1.000000
37.369334 0.999999 1.000000
37.385082 0.999999 1.000000
37.400830 1.000000 1.000000
37.416577 1.000000 1.000000
37.432325 1.000000 1.000000
37.448073 1.000001 1.000000
37.463821 1.000001 1.000000
37.479568 1.000001 1.000000
37.495316 1.000001 1.000000
37.511064 1.000001 1.000000
37.526811 1.000001 1.000000
37.542559 1.000001 1.000000
37.558307 1.000000 1.000000
37.574055 1.000000 1.000000
37.589802 1.000000 1.000000
37.605550 0.999999 1.000000
37.621298 0.999999 1.000000
37.637045 0.999999 1.000000
37.652793 0.999999 1.000000
37.668541 0.999999 1.000000
37.684289 0.999999 1.000000
37.700036 1.000000 1.000000
37.715784 1.000000 1.000000
37.731532 1.000000 1.000000
37.747279 1.000001 1.000000
37.763027 1.000001 1.000000
37.778775 1.000001 1.000000
